transaction_id,account_id,timestamp,amount,transaction_type,sender_bank,receiver_bank,location,merchant_category,is_international,hour_of_day,day_of_week,is_suspicious,aml_flag
34fc1040-53b6-423d-933d-ad59a3c9f95f,NG9894847574,2026-03-09 02:06:07.495078,2964868.35,ussd_transfer,Zenith Bank,Zenith Bank,Lagos,transfer,True,2,0,1,unusual_hours
8521830d-cecd-43cb-9cf5-e7184f9444e4,NG8493451569,2026-03-09 02:06:07.495078,34663.89,ussd_transfer,Carbon,Wema Bank,Delta,supermarket,False,2,0,0,clean
998f22fa-6d13-4b1a-9572-34b1f6ed08e4,NG8299146480,2026-03-09 02:06:07.495078,64928.96,bill_payment,UBA,First Bank,Abuja,clothing,False,2,0,0,clean
31592a08-24f2-4f05-b996-a9007be7e4bc,NG7519578899,2026-03-09 02:06:07.495078,4949383.05,ussd_transfer,Flutterwave,Stanbic IBTC,Anambra,transfer,False,2,0,1,unusual_hours
b7246537-69ef-4df9-a9e8-4d93986eeb86,NG4747699292,2026-03-09 02:06:07.495078,6609.74,merchant_payment,First Bank,UBA,Rivers,fuel_station,False,2,0,0,clean
91d428de-f4eb-4db6-aa90-43182c85762a,NG2825957977,2026-03-09 02:06:07.495078,25017.23,mobile_top_up,Wema Bank,Zenith Bank,Delta,electronics,False,2,0,0,clean
91c3dbf9-ca6d-459f-bb55-208c4883cd60,NG8429141456,2026-03-09 02:06:07.495078,6711.38,ussd_transfer,Carbon,Stanbic IBTC,Kaduna,fuel_station,False,2,0,0,clean
19b1a8f4-3e7e-42bb-81ad-a7292708f8ae,NG3710566582,2026-03-09 02:06:07.495078,24158.36,airtime_purchase,Carbon,GTBank,Abuja,pharmacy,False,2,0,0,clean
098c9c7d-fcf4-479c-a461-f3426d42da95,NG3476426797,2026-03-09 02:06:07.495078,4885.2,ussd_transfer,UBA,Carbon,Kaduna,fuel_station,False,2,0,0,clean
308cc42f-841c-4e16-bfef-ed664a1e550a,NG8478529823,2026-03-09 02:06:07.495078,1408.09,mobile_top_up,Flutterwave,GTBank,Delta,clothing,False,2,0,0,clean
6d102898-8b93-4f4a-8085-c953f3728302,NG4880176825,2026-03-09 03:06:07.495078,5295.03,transfer,Carbon,Stanbic IBTC,Lagos,transport,False,3,0,0,clean
27362b4e-f88d-4333-98d2-3d33b29751a6,NG2149938334,2026-03-09 03:06:07.495078,12015.64,bill_payment,Zenith Bank,GTBank,Ogun,clothing,False,3,0,0,clean
c3eeb9f4-94d3-4064-9d6d-91c91549913d,NG8868054898,2026-03-09 03:06:07.495078,31637.36,pos_payment,PalmPay,Wema Bank,Delta,utility,False,3,0,0,clean
4c2aee4a-eea2-4391-b8e0-276a6bc1ee95,NG4683935600,2026-03-09 03:06:07.495078,2930.11,ussd_transfer,Moniepoint,Zenith Bank,Ogun,utility,False,3,0,0,clean
da218dc7-3aae-4f40-b374-6ffb146ccded,NG8270110908,2026-03-09 03:06:07.495078,38190.33,merchant_payment,First Bank,PalmPay,Enugu,utility,False,3,0,0,clean
a2763c8c-4166-43c6-a249-bfd50daf7398,NG6726515966,2026-03-09 03:06:07.495078,2687956.43,ussd_transfer,Moniepoint,OPay,Delta,transfer,True,3,0,1,unusual_hours
443fa2cd-50c7-4c44-aba2-4cecdcbedd92,NG7818568548,2026-03-09 03:06:07.495078,1857094.15,ussd_transfer,Flutterwave,OPay,Kaduna,transfer,False,3,0,1,unusual_hours
e5166c6a-c51e-4556-bd71-e4cdf9580135,NG3051831252,2026-03-09 03:06:07.495078,4013.7,atm_withdrawal,Access Bank,GTBank,Enugu,pharmacy,False,3,0,0,clean
b4b9b1be-a068-429e-aaee-da83827dac16,NG9894847574,2026-03-09 03:06:07.495078,55175.23,bill_payment,Zenith Bank,Sterling Bank,Ogun,utility,False,3,0,0,clean
9dcf39d6-8f57-4c8d-8868-ce574e2b87de,NG5736462531,2026-03-09 03:06:07.495078,22784.24,transfer,Wema Bank,Carbon,Lagos,pharmacy,False,3,0,0,clean
11278784-99b2-4d50-a1fb-b44d24f0df26,NG6201313620,2026-03-09 03:06:07.495078,2330.07,ussd_transfer,GTBank,GTBank,Kano,utility,False,3,0,0,clean
ddc4dc4a-c733-4271-9a0e-c906d15bef4f,NG6369130994,2026-03-09 04:06:07.495078,4049.78,ussd_transfer,Kuda Bank,UBA,Rivers,electronics,False,4,0,0,clean
e4f468f4-9001-4caf-a5bd-9221492b5923,NG6313758032,2026-03-09 04:06:07.495078,5833.03,ussd_transfer,Flutterwave,Zenith Bank,Rivers,transfer,False,4,0,1,velocity
194af9a2-05eb-4b50-a1a2-21568c0fdf63,NG6587537178,2026-03-09 04:06:07.495078,27277.71,transfer,First Bank,PalmPay,Kaduna,fuel_station,False,4,0,0,clean
4878deea-f622-4a00-b028-68f7eab862a9,NG2905584866,2026-03-09 04:06:07.495078,14527.98,mobile_top_up,First Bank,PalmPay,Enugu,fuel_station,False,4,0,0,clean
730bb3d1-250a-4785-bfda-c588babe7ce2,NG4783282817,2026-03-09 04:06:07.495078,4613.54,ussd_transfer,OPay,Kuda Bank,Enugu,restaurant,False,4,0,0,clean
aac3a8fd-294a-40c4-9f3d-d729a3632d69,NG3698305085,2026-03-09 04:06:07.495078,625293.77,ussd_transfer,Kuda Bank,Kuda Bank,Enugu,transfer,False,4,0,1,unusual_hours
76209e23-418d-4408-a7a1-b30488395454,NG3030106617,2026-03-09 04:06:07.495078,8383.19,airtime_purchase,OPay,UBA,Enugu,restaurant,False,4,0,0,clean
c082aabe-8c93-4373-b232-f90e4f01feaf,NG5492496998,2026-03-09 04:06:07.495078,4602946.04,transfer,UBA,PalmPay,Oyo,transfer,True,4,0,1,unusual_hours
cb7e60a9-ebbf-4d31-8001-de8ba4e30702,NG7533932947,2026-03-09 04:06:07.495078,13511.71,ussd_transfer,Kuda Bank,GTBank,Rivers,clothing,False,4,0,0,clean
01068159-7413-4ff2-9be4-dff8132b2ff0,NG3294092753,2026-03-09 04:06:07.495078,9109.61,airtime_purchase,Sterling Bank,Wema Bank,Anambra,electronics,False,4,0,0,clean
85365a84-5c8f-4839-b634-23ec7d5eaa06,NG9805620900,2026-03-09 04:06:07.495078,10595.81,atm_withdrawal,Carbon,Carbon,Abuja,supermarket,False,4,0,0,clean
9e31b459-f309-467d-aef0-714c2ee70ab2,NG7803990970,2026-03-09 05:06:07.495078,13685.99,merchant_payment,First Bank,Zenith Bank,Lagos,supermarket,False,5,0,0,clean
527bcbe2-ae55-4c09-9475-e13ff1dba88f,NG8293928340,2026-03-09 05:06:07.495078,34858.19,transfer,Sterling Bank,Sterling Bank,Lagos,electronics,False,5,0,0,clean
b14a9c49-e427-4fc6-954c-f24c7162ee36,NG5243939720,2026-03-09 05:06:07.495078,9470.65,pos_payment,PalmPay,First Bank,Oyo,clothing,False,5,0,0,clean
ae7d7063-795c-499c-a77c-3388c4118bb4,NG7792729530,2026-03-09 05:06:07.495078,119000.0,transfer,First Bank,UBA,Rivers,transfer,False,5,0,1,round_tripping
f0724faa-22c6-4bb9-bc30-b07c1fbdad87,NG5296710795,2026-03-09 05:06:07.495078,3934.09,ussd_transfer,GTBank,Wema Bank,Kano,supermarket,True,5,0,0,clean
27182f30-786a-4f56-8ab7-1e4f2ddced67,NG2774884818,2026-03-09 05:06:07.495078,10526.6,bill_payment,OPay,PalmPay,Kaduna,utility,False,5,0,0,clean
737786e9-f3d3-4c02-bb90-e16a940142cc,NG1230249217,2026-03-09 05:06:07.495078,2307.21,merchant_payment,UBA,Zenith Bank,Oyo,utility,False,5,0,0,clean
c36979b4-bd99-4585-a924-ecb162e8b61f,NG2452066459,2026-03-09 05:06:07.495078,19829.54,merchant_payment,Flutterwave,Moniepoint,Ogun,supermarket,False,5,0,0,clean
20817952-e831-4b95-bd88-86ed74a259fa,NG9421518487,2026-03-09 05:06:07.495078,626.39,mobile_top_up,PalmPay,Wema Bank,Lagos,supermarket,False,5,0,0,clean
cba3b4ac-499c-408b-adab-e24c05f9bad8,NG1674555072,2026-03-09 05:06:07.495078,359236.22,transfer,First Bank,First Bank,Kaduna,restaurant,False,5,0,0,clean
d96992a4-bfd2-4560-ab32-d0ad819b0156,NG7628981661,2026-03-09 05:06:07.495078,39684.99,bill_payment,UBA,Wema Bank,Rivers,restaurant,False,5,0,0,clean
79575fba-1ca7-4ca7-9a6d-ed19edca2d2c,NG6534540349,2026-03-09 05:06:07.495078,9938.15,airtime_purchase,GTBank,GTBank,Delta,restaurant,False,5,0,0,clean
3c60ef74-e79c-4469-bb12-6e001a7d0e1b,NG7567496105,2026-03-09 05:06:07.495078,6783.65,atm_withdrawal,Zenith Bank,Wema Bank,Abuja,utility,False,5,0,0,clean
068d7f5f-520b-4d56-b431-880a62268bc1,NG3319936135,2026-03-09 06:06:07.495078,6295.18,airtime_purchase,Sterling Bank,Kuda Bank,Kaduna,restaurant,False,6,0,0,clean
a7159ba0-1c4e-451f-b332-1d838e983521,NG5931025271,2026-03-09 06:06:07.495078,5671.01,pos_payment,OPay,OPay,Anambra,fuel_station,False,6,0,0,clean
f1fae035-78d8-4a91-83e4-5a63a04bdf4a,NG8033702319,2026-03-09 06:06:07.495078,68780.29,pos_payment,Wema Bank,Kuda Bank,Anambra,transport,False,6,0,0,clean
f0ed03a0-2517-4d7d-946d-334d24c3ddc6,NG9354542654,2026-03-09 06:06:07.495078,12888.03,bill_payment,OPay,Stanbic IBTC,Kano,utility,False,6,0,0,clean
4d76b4c6-acbd-45cd-86b9-7b8c23407027,NG4783282817,2026-03-09 06:06:07.495078,15603.36,bill_payment,Flutterwave,Wema Bank,Abuja,utility,False,6,0,0,clean
7d793d95-4313-4c34-8da4-d6d3586b5e94,NG7049001493,2026-03-09 06:06:07.495078,4396.68,airtime_purchase,GTBank,Stanbic IBTC,Ogun,electronics,False,6,0,0,clean
84bc3344-1215-4dea-bddc-a1a17618ded7,NG6687206971,2026-03-09 06:06:07.495078,94677.18,ussd_transfer,Sterling Bank,UBA,Ogun,utility,False,6,0,0,clean
8d74df3a-67eb-47cb-9237-3d92ce52d53b,NG9623534576,2026-03-09 06:06:07.495078,13164.01,bill_payment,Carbon,Zenith Bank,Lagos,pharmacy,False,6,0,0,clean
7d8bdf57-884b-45d9-afa6-bda73d4c0040,NG3792347639,2026-03-09 06:06:07.495078,34540.81,ussd_transfer,First Bank,Wema Bank,Delta,transfer,False,6,0,1,velocity
61f45af4-be2b-43e0-bb9f-ac2110a6fef0,NG6923206003,2026-03-09 06:06:07.495078,70569.4,bill_payment,Carbon,Flutterwave,Oyo,fuel_station,False,6,0,0,clean
dca063c2-8e0d-4ea9-a289-4d3bb3c51a42,NG6642201119,2026-03-09 06:06:07.495078,26506.22,merchant_payment,Access Bank,Stanbic IBTC,Rivers,supermarket,False,6,0,0,clean
9756802e-5c11-4e2c-b262-61ab4c5ecb24,NG3799264931,2026-03-09 06:06:07.495078,31016.01,transfer,Sterling Bank,Flutterwave,Kano,clothing,False,6,0,0,clean
d497f2b4-86ac-4e27-8d51-ee3bf2e20bb9,NG7311011808,2026-03-09 07:06:07.495078,3610.24,atm_withdrawal,Zenith Bank,First Bank,Abuja,fuel_station,False,7,0,0,clean
42f46eec-d3a0-49be-a95b-a92cdacbb26c,NG2145921803,2026-03-09 07:06:07.495078,52684.56,merchant_payment,First Bank,Moniepoint,Delta,restaurant,False,7,0,0,clean
1106b051-4cb1-40c3-b14e-9a9dfd961b87,NG1817804383,2026-03-09 07:06:07.495078,16694.36,airtime_purchase,Sterling Bank,Stanbic IBTC,Abuja,utility,False,7,0,0,clean
e0f199f7-794c-4f36-aa3f-f6822e16e748,NG4419410162,2026-03-09 07:06:07.495078,13684.29,bill_payment,UBA,Stanbic IBTC,Delta,electronics,False,7,0,0,clean
ec095354-a7a1-4416-b139-dfc5bb3dcbb7,NG3316787198,2026-03-09 07:06:07.495078,6312.41,pos_payment,Flutterwave,OPay,Abuja,supermarket,False,7,0,0,clean
4ae17b61-df2a-43ad-aae1-e99f183b5ebe,NG2870403050,2026-03-09 07:06:07.495078,4736.21,bill_payment,First Bank,UBA,Rivers,restaurant,False,7,0,0,clean
450362d2-6893-4747-83bc-cf7b722d9ca5,NG3362646960,2026-03-09 07:06:07.495078,11575.6,pos_payment,Wema Bank,Flutterwave,Kaduna,clothing,False,7,0,0,clean
f0305598-963b-40da-b49a-fc6724181354,NG7829772942,2026-03-09 07:06:07.495078,4088.25,ussd_transfer,Zenith Bank,PalmPay,Ogun,clothing,False,7,0,0,clean
7fb4fc0c-61c0-4486-af2a-a3a6f61fb072,NG2139027119,2026-03-09 07:06:07.495078,2856.32,bill_payment,Kuda Bank,Wema Bank,Anambra,utility,False,7,0,0,clean
2f2912dd-411c-4285-ac95-52d15a83a636,NG1798112150,2026-03-09 07:06:07.495078,1544.02,atm_withdrawal,Sterling Bank,Flutterwave,Enugu,pharmacy,False,7,0,0,clean
703acee0-031f-43a8-b53e-7bee3cff977b,NG3799264931,2026-03-09 08:06:07.495078,18738.23,atm_withdrawal,Zenith Bank,UBA,Lagos,utility,False,8,0,0,clean
0fec57fb-f034-4c97-b159-e24248cc7ade,NG8252816758,2026-03-09 08:06:07.495078,2054.34,transfer,Carbon,Stanbic IBTC,Rivers,restaurant,False,8,0,0,clean
b7c7a5d8-75c3-458b-b30a-d04b8321d73a,NG9592390865,2026-03-09 08:06:07.495078,5216.05,bill_payment,Zenith Bank,Wema Bank,Abuja,transport,False,8,0,0,clean
6882aeba-f6e6-41b7-b9aa-5dfbd85e18e2,NG3734252963,2026-03-09 08:06:07.495078,4847975.66,transfer,Moniepoint,Wema Bank,Enugu,transfer,False,8,0,1,structuring
4451a662-eaf9-40b0-a1fa-9b0b86a5c2aa,NG8507497883,2026-03-09 08:06:07.495078,4809521.49,transfer,Carbon,GTBank,Abuja,transfer,False,8,0,1,structuring
5cd1a3ac-5414-4ce6-a8f4-956112b1c89a,NG9354542654,2026-03-09 08:06:07.495078,4548.18,atm_withdrawal,OPay,UBA,Oyo,fuel_station,False,8,0,0,clean
bdaa36bf-eecb-4711-8268-cb773a301db9,NG7403028869,2026-03-09 08:06:07.495078,3374.02,airtime_purchase,UBA,Access Bank,Lagos,pharmacy,False,8,0,0,clean
10fd70fe-c3b9-4a50-bf9f-0e22e2cd4486,NG6554972315,2026-03-09 08:06:07.495078,11340.45,transfer,Flutterwave,Wema Bank,Kano,supermarket,False,8,0,0,clean
ee490851-3f50-4138-8dca-71eb450116f3,NG6458544482,2026-03-09 08:06:07.495078,10288.83,pos_payment,Stanbic IBTC,Sterling Bank,Rivers,transport,False,8,0,0,clean
9f381722-8155-4fcc-b0ac-36668a2822c5,NG4700855390,2026-03-09 09:06:07.495078,2697.95,pos_payment,Wema Bank,Stanbic IBTC,Delta,transport,True,9,0,0,clean
4df3f342-23fb-4e30-97ac-884c36ae43c2,NG4783282817,2026-03-09 09:06:07.495078,12713.19,airtime_purchase,Moniepoint,Kuda Bank,Kaduna,supermarket,False,9,0,0,clean
a240cbfc-cab9-4c88-8b29-1301cbb33298,NG8093179263,2026-03-09 09:06:07.495078,3844.28,transfer,Stanbic IBTC,Zenith Bank,Enugu,transport,False,9,0,0,clean
dc3b2f48-2633-43eb-8c11-5b4613033363,NG4248149900,2026-03-09 09:06:07.495078,14542.58,atm_withdrawal,Kuda Bank,PalmPay,Delta,pharmacy,False,9,0,0,clean
66f580fc-e044-4caf-b116-1d23b69981ef,NG1083651970,2026-03-09 09:06:07.495078,22733.67,ussd_transfer,Stanbic IBTC,GTBank,Ogun,clothing,False,9,0,0,clean
c852603b-bce6-45cc-a999-f4a96d9327cd,NG8372755146,2026-03-09 09:06:07.495078,19417.98,atm_withdrawal,OPay,UBA,Lagos,clothing,False,9,0,0,clean
af164b60-7cc9-4531-a06d-46e4c73966bd,NG8299146480,2026-03-09 09:06:07.495078,168116.28,atm_withdrawal,GTBank,PalmPay,Kano,electronics,False,9,0,0,clean
cf5cf1b0-05d6-4852-aa5e-1d9540a88256,NG6313758032,2026-03-09 09:06:07.495078,19983.6,merchant_payment,OPay,Carbon,Delta,restaurant,False,9,0,0,clean
14716982-c1a1-4025-9aeb-7da9933054aa,NG7760554363,2026-03-09 09:06:07.495078,153775.87,merchant_payment,OPay,Sterling Bank,Ogun,electronics,False,9,0,0,clean
ac0ec073-8a2c-4420-9ecb-823f474047af,NG5033992825,2026-03-09 09:06:07.495078,196636.45,mobile_top_up,Sterling Bank,Moniepoint,Kano,restaurant,False,9,0,0,clean
b9adbbe7-0b06-4e51-b014-78e97bc443c8,NG6698759353,2026-03-09 10:06:07.495078,8217.22,bill_payment,First Bank,Access Bank,Enugu,clothing,False,10,0,0,clean
99681cab-237a-41f1-ac5e-d72783c1e080,NG7608153267,2026-03-09 10:06:07.495078,19997.93,ussd_transfer,Flutterwave,First Bank,Oyo,pharmacy,False,10,0,0,clean
da14353b-eb5b-445d-8415-55c838920c28,NG2465576748,2026-03-09 10:06:07.495078,17921.23,merchant_payment,Sterling Bank,Zenith Bank,Anambra,transport,False,10,0,0,clean
8cd72d8d-7e25-4197-b07b-33bfe0c4a4f9,NG5607762160,2026-03-09 10:06:07.495078,959000.0,ussd_transfer,Flutterwave,Zenith Bank,Delta,transfer,True,10,0,1,round_tripping
399752a3-e62c-4edb-8637-8af2dbfec767,NG5510938155,2026-03-09 10:06:07.495078,24500.94,bill_payment,Carbon,Moniepoint,Kano,supermarket,False,10,0,0,clean
9e3b1075-be40-46a9-8da7-80e10752723c,NG2304963614,2026-03-09 10:06:07.495078,11583.96,pos_payment,OPay,Carbon,Rivers,electronics,True,10,0,0,clean
a5dc6562-0b2b-46e4-93bd-ca4da4e42e8f,NG4095476665,2026-03-09 10:06:07.495078,3603.57,transfer,OPay,First Bank,Rivers,clothing,False,10,0,0,clean
4ceaabac-dab9-44a8-8cd7-2f4312f0d69b,NG4645120421,2026-03-09 10:06:07.495078,17666.79,atm_withdrawal,GTBank,Kuda Bank,Delta,transport,False,10,0,0,clean
ff970427-e5ef-4599-9547-bbae479777da,NG2867302554,2026-03-09 10:06:07.495078,14075.87,airtime_purchase,Moniepoint,Stanbic IBTC,Enugu,transport,False,10,0,0,clean
9d7349c7-ee5c-4474-866c-466bb1e06c2d,NG1965067727,2026-03-09 10:06:07.495078,10844.4,ussd_transfer,Moniepoint,Stanbic IBTC,Kaduna,transfer,False,10,0,1,velocity
93ca6f73-04a7-4140-8a6e-12b9dee32f6e,NG8285786023,2026-03-09 10:06:07.495078,3114.56,merchant_payment,Moniepoint,GTBank,Anambra,restaurant,False,10,0,0,clean
fb915579-251c-4788-a01b-8db04c438b04,NG7010379415,2026-03-09 10:06:07.495078,8063.36,merchant_payment,Zenith Bank,Kuda Bank,Anambra,utility,False,10,0,0,clean
d942c864-6a5d-40ce-a4e6-a0162349f47f,NG6464693977,2026-03-09 11:06:07.495078,3453.98,mobile_top_up,First Bank,UBA,Lagos,fuel_station,False,11,0,0,clean
f5e116b1-2b5a-4dce-b124-d8b90468da56,NG9462806178,2026-03-09 11:06:07.495078,35630.62,pos_payment,OPay,Wema Bank,Kaduna,fuel_station,False,11,0,0,clean
d053a35a-dd38-4cbb-a770-52060bc95969,NG8625905455,2026-03-09 11:06:07.495078,9117.18,airtime_purchase,GTBank,PalmPay,Anambra,electronics,False,11,0,0,clean
518bf833-3159-43cb-8414-48f04e9570b5,NG6305160342,2026-03-09 11:06:07.495078,47675.48,transfer,Sterling Bank,Access Bank,Oyo,supermarket,False,11,0,0,clean
5bec2117-b4fa-4f0f-aae3-1142a1d363a9,NG8300300577,2026-03-09 11:06:07.495078,274758.88,mobile_top_up,UBA,Wema Bank,Delta,fuel_station,False,11,0,0,clean
c4ad9201-a1f1-4372-bd84-030117833570,NG7271954644,2026-03-09 11:06:07.495078,7701.44,bill_payment,Access Bank,Kuda Bank,Kano,electronics,False,11,0,0,clean
6a10fb12-6db2-4ea2-8d85-25f5fe3a54c4,NG9650701349,2026-03-09 11:06:07.495078,3338.93,merchant_payment,PalmPay,Stanbic IBTC,Kano,utility,False,11,0,0,clean
96f5c078-f83d-4b94-934e-7a8c391ddd0b,NG7333678472,2026-03-09 11:06:07.495078,20641.35,merchant_payment,PalmPay,Stanbic IBTC,Lagos,restaurant,False,11,0,0,clean
a0925708-174d-4e8c-8323-fdbcdccc7358,NG7825844140,2026-03-09 11:06:07.495078,122853.43,merchant_payment,GTBank,Wema Bank,Ogun,fuel_station,False,11,0,0,clean
54285709-cfd9-4a7c-8e95-623a6985a030,NG8982597239,2026-03-09 11:06:07.495078,190459.71,bill_payment,Access Bank,Moniepoint,Abuja,supermarket,False,11,0,0,clean
a59df53d-471f-4fef-ace9-a19e1e52dcf8,NG5931025271,2026-03-09 11:06:07.495078,10327.39,transfer,First Bank,Sterling Bank,Rivers,pharmacy,False,11,0,0,clean
749da222-9bd0-4330-8a7e-a37ef3fef64a,NG6246716604,2026-03-09 11:06:07.495078,18888.08,ussd_transfer,Moniepoint,Stanbic IBTC,Lagos,transfer,False,11,0,1,velocity
88d1b13e-517e-4dc5-bd62-fd436845643b,NG2145921803,2026-03-09 11:06:07.495078,11499.91,bill_payment,Zenith Bank,PalmPay,Lagos,pharmacy,False,11,0,0,clean
b8a0fabe-5006-4596-9ae6-c69d5e96afd3,NG6928691380,2026-03-09 12:06:07.495078,9756.28,airtime_purchase,Sterling Bank,Wema Bank,Ogun,pharmacy,False,12,0,0,clean
bf715a37-9eeb-4dd8-9033-a30c4d2185fd,NG7161404428,2026-03-09 12:06:07.495078,85081.77,pos_payment,Zenith Bank,Moniepoint,Ogun,electronics,True,12,0,0,clean
4b2c226f-edb5-49ea-bf82-e7841acd6292,NG3108307952,2026-03-09 12:06:07.495078,13497.3,transfer,Flutterwave,First Bank,Anambra,electronics,False,12,0,0,clean
b3086b6b-ee33-49d7-acc4-8a809ea5dd98,NG3303082117,2026-03-09 12:06:07.495078,69990.14,airtime_purchase,GTBank,OPay,Kaduna,utility,False,12,0,0,clean
cfa21919-c08b-4810-83dd-e84b18ef5d42,NG4658080160,2026-03-09 12:06:07.495078,1476.33,bill_payment,GTBank,Carbon,Kano,pharmacy,False,12,0,0,clean
ab3ed193-6563-44f2-af88-3f317ad87e35,NG1106456634,2026-03-09 12:06:07.495078,40345.33,pos_payment,Moniepoint,Moniepoint,Kano,transport,False,12,0,0,clean
65e8db5d-d816-45ab-a202-f8fff70761f8,NG1798112150,2026-03-09 12:06:07.495078,59402.22,atm_withdrawal,Sterling Bank,Wema Bank,Lagos,transport,False,12,0,0,clean
